# 系列/别名标签表:appid<TAB>系列<TAB>别名A<TAB>别名B...
# 系列字段统一用于"同系列聚类排序";别名用于补充搜索词(俗称/简称/英文名)
# 半条命系列
220	半条命系列	half-life	半条命	半衰期	hl
320	半条命系列	half-life	半条命	半衰期	hl
360	半条命系列	half-life	半条命	半衰期	hl
# 求生之路系列
500	求生之路系列	left-4-dead	求生之路	l4d
550	求生之路系列	left-4-dead	求生之路	l4d
# 反恐精英系列
730	反恐精英系列	counter-strike	cs	反恐精英
# DOOM系列
2280	DOOM系列	doom	毁灭战士
9050	DOOM系列	doom	毁灭战士
9070	DOOM系列	doom	毁灭战士
208200	DOOM系列	doom	毁灭战士
379720	DOOM系列	doom	毁灭战士
782330	DOOM系列	doom	毁灭战士
1148590	DOOM系列	doom	毁灭战士
3017860	DOOM系列	doom	毁灭战士
# 杀手系列
6860	杀手系列	hitman	杀手	47
203140	杀手系列	hitman	杀手	47
205930	杀手系列	hitman	杀手	47
863550	杀手系列	hitman	杀手	47
1659040	杀手系列	hitman	杀手	47
# 古墓丽影系列
7000	古墓丽影系列	tomb-raider	古墓丽影	劳拉	lara-croft
8000	古墓丽影系列	tomb-raider	古墓丽影	劳拉	lara-croft
8140	古墓丽影系列	tomb-raider	古墓丽影	劳拉	lara-croft
203160	古墓丽影系列	tomb-raider	古墓丽影	劳拉	lara-croft
289690	古墓丽影系列	tomb-raider	古墓丽影	劳拉	lara-croft
391220	古墓丽影系列	tomb-raider	古墓丽影	劳拉	lara-croft
750920	古墓丽影系列	tomb-raider	古墓丽影	劳拉	lara-croft
2478970	古墓丽影系列	tomb-raider	古墓丽影	劳拉	lara-croft
2525380	古墓丽影系列	tomb-raider	古墓丽影	劳拉	lara-croft
# 孤岛惊魂系列
13520	孤岛惊魂系列	far-cry	孤岛惊魂
19900	孤岛惊魂系列	far-cry	孤岛惊魂
220240	孤岛惊魂系列	far-cry	孤岛惊魂
233270	孤岛惊魂系列	far-cry	孤岛惊魂
298110	孤岛惊魂系列	far-cry	孤岛惊魂
371660	孤岛惊魂系列	far-cry	孤岛惊魂
552520	孤岛惊魂系列	far-cry	孤岛惊魂
939960	孤岛惊魂系列	far-cry	孤岛惊魂
# 刺客信条系列
15100	刺客信条系列	assassin-s-creed	刺客信条	ac
33230	刺客信条系列	assassin-s-creed	刺客信条	ac
48190	刺客信条系列	assassin-s-creed	刺客信条	ac
201870	刺客信条系列	assassin-s-creed	刺客信条	ac
582160	刺客信条系列	assassin-s-creed	刺客信条	ac
2208920	刺客信条系列	assassin-s-creed	刺客信条	ac
# 巫师系列
20900	巫师系列	witcher	巫师	猎魔人
20920	巫师系列	witcher	巫师	猎魔人
292030	巫师系列	witcher	巫师	猎魔人
# LEGO系列
21000	LEGO乐高系列	lego	乐高
213330	LEGO乐高系列	lego	乐高
214510	LEGO乐高系列	lego	乐高
249130	LEGO乐高系列	lego	乐高
267530	LEGO乐高系列	lego	乐高
285160	LEGO乐高系列	lego	乐高
313690	LEGO乐高系列	lego	乐高
352400	LEGO乐高系列	lego	乐高
405310	LEGO乐高系列	lego	乐高
438640	LEGO乐高系列	lego	乐高
578330	LEGO乐高系列	lego	乐高
640590	LEGO乐高系列	lego	乐高
647830	LEGO乐高系列	lego	乐高
818320	LEGO乐高系列	lego	乐高
829110	LEGO乐高系列	lego	乐高
881320	LEGO乐高系列	lego	乐高
920210	LEGO乐高系列	lego	乐高
2950340	LEGO乐高系列	lego	乐高
# 辐射系列
22370	辐射系列	fallout	辐射
22380	辐射系列	fallout	辐射
38400	辐射系列	fallout	辐射
38410	辐射系列	fallout	辐射
38420	辐射系列	fallout	辐射
377160	辐射系列	fallout	辐射
1151340	辐射系列	fallout	辐射
# 最终幻想系列
39140	最终幻想系列	final-fantasy	ff	最终幻想
3837340	最终幻想系列	final-fantasy	ff	最终幻想
# 泰拉瑞亚系列
105600	泰拉瑞亚系列	terraria	泰拉瑞亚
1281930	泰拉瑞亚系列	terraria	泰拉瑞亚
# 以撒系列
